MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,38,31,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,240000
I am a developer by profession,Employed full-time,United States of America,Wisconsin,18 - 24 years,7,3,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,11 - 17 years,22,16,"10,000 or more employees",Yearly,Linux-based,Less than once per month or monthly,No,NA,35-44 years old,Man,No,330000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,6,Less than 1 year,"10,000 or more employees",Monthly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,94680
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,20,8,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,1200000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,9,4,500 to 999 employees,Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,154000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,3,2,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,Daily or almost daily,25-34 years old,Man,No,105000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,13,3,20 to 99 employees,Yearly,MacOS,A few times per week,No,NA,25-34 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,17,13,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Illinois,5 - 10 years,22,8,100 to 499 employees,Yearly,MacOS,Less than once per month or monthly,No,NA,25-34 years old,Man,No,190000
I am a developer by profession,Employed full-time,United States of America,Colorado,25 - 34 years,4,4,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,No,NA,25-34 years old,Man,No,155000
I am a developer by profession,Employed full-time,United States of America,Minnesota,11 - 17 years,6,Less than 1 year,500 to 999 employees,Yearly,Windows,A few times per week,No,NA,18-24 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,18,9,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,A few times per week,25-34 years old,Man,No,800000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,12,12,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,73000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,30,20,100 to 499 employees,Yearly,Linux-based,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,230000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,14,12,10 to 19 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,175000
I am a developer by profession,Employed full-time,United States of America,Iowa,11 - 17 years,30,21,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Florida,18 - 24 years,22,19,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,145000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,19,10,"5,000 to 9,999 employees",Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,275000
I am a developer by profession,Employed full-time,United States of America,Connecticut,5 - 10 years,35,21,"10,000 or more employees",Weekly,Windows,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,10350000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,NA,5 - 10 years,39,20,500 to 999 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,"Non-binary, genderqueer, or gender non-conforming",No,120000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,40,33,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per week,45-54 years old,Man,No,170000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,13,10,100 to 499 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,180000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,8,4,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Woman,No,500000
I am a developer by profession,Employed full-time,United States of America,Texas,5 - 10 years,20,15,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,Multiple times per day,35-44 years old,Man,No,140000
I am a developer by profession,Employed full-time,United States of America,Oregon,18 - 24 years,16,15,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,210000
I am a developer by profession,Employed full-time,United States of America,Maryland,18 - 24 years,12,9,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,174000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Wisconsin,45 - 54 years,25,25,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per week,45-54 years old,Man,No,71000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,14,9,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,73000
I am a developer by profession,Employed full-time,United States of America,Tennessee,5 - 10 years,40,22,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,45-54 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Tennessee,5 - 10 years,35,21,500 to 999 employees,Yearly,Linux-based,A few times per week,Yes,A few times per week,45-54 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Florida,18 - 24 years,20,13,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,280000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,13,2,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,No,NA,18-24 years old,Man,No,592000
I am a developer by profession,Employed full-time,United States of America,North Carolina,5 - 10 years,40,27,500 to 999 employees,Yearly,MacOS,Multiple times per day,Yes,Multiple times per day,45-54 years old,Man,No,150000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,New York,11 - 17 years,17,14,2 to 9 employees,Yearly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,9,5,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,10,8,500 to 999 employees,Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,190000
I am a developer by profession,Employed full-time,United States of America,Maryland,5 - 10 years,21,12,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,No,145000
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,24,21,"5,000 to 9,999 employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,238000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Massachusetts,5 - 10 years,25,12,"1,000 to 4,999 employees",Yearly,Linux-based,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,165000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,6,3,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per week,18-24 years old,Man,NA,65000
I am a developer by profession,Employed full-time,United States of America,North Carolina,5 - 10 years,22,15,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,211000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,37,30,"5,000 to 9,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,500000
I am a developer by profession,Employed full-time,United States of America,South Dakota,18 - 24 years,16,12,"1,000 to 4,999 employees",Monthly,Windows,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,1500000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,5 - 10 years,13,4,2 to 9 employees,Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,Minnesota,18 - 24 years,2,Less than 1 year,100 to 499 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,19,4,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,310000
