ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
182,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",United Kingdom of Great Britain and Northern Ireland,NA,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Online Courses or Certification,4,NA,NA,NA,NA,NA,NA,Bash/Shell;Python;Scala;SQL,Bash/Shell;HTML/CSS;JavaScript;Python;Scala;SQL,NA,NA,Microsoft Azure,Microsoft Azure,NA,NA,Apache Spark;NumPy;Pandas,Apache Spark;NumPy;Pandas,NA,NA,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Easy,NA
183,I am a developer by profession,Employed full-time,Poland,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):,6,3,"Developer, back-end;DevOps specialist",100 to 499 employees,PLN	Polish zloty,5500,Monthly,C;C++;Delphi;Go;HTML/CSS;Perl;Python;R;Ruby;Rust,Go;HTML/CSS;Python;Rust,DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL,AWS,AWS,Django;Flask,NA,NumPy;Pandas,Pandas,Docker;Git;Terraform,Docker;Git;Terraform,IntelliJ;Neovim;PyCharm;Sublime Text;Vim;Webstorm,Neovim;PyCharm;Sublime Text;Vim,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,16704
184,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):,25,21,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Data or business analyst",10 to 19 employees,GBP	Pound sterling,NA,NA,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL,C;C#;C++;HTML/CSS;JavaScript;Node.js;SQL,Microsoft SQL Server;Redis,Microsoft SQL Server;MongoDB;Redis,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5;Hadoop,Docker;Git;Kubernetes,Docker;Git;Kubernetes;Xamarin,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
185,I am a developer by profession,Employed full-time,Romania,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",23,15,"Developer, back-end",100 to 499 employees,RON	Romanian leu,30000,Monthly,C#;HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,AWS,NA,jQuery;React.js;Symfony;Vue.js,jQuery;React.js;Symfony;Vue.js,NA,NA,Docker;Git;Yarn,Docker;Git;Yarn,IntelliJ;PHPStorm;Visual Studio,IntelliJ;PHPStorm;Visual Studio,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,A few times per week,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,81420
186,I am a developer by profession,Employed full-time,Lebanon,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Online Courses or Certification,7,3,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,LBP	Lebanese pound,1800000,Monthly,Java;TypeScript,Dart;Java;TypeScript,NA,NA,NA,NA,Angular;Spring,Angular,Cordova,Flutter,Git,Deno;Git,Android Studio;Eclipse;IntelliJ;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,14280
187,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,20,13,"Developer, mobile;Developer, front-end;Developer, full-stack",20 to 99 employees,GBP	Pound sterling,65000,Yearly,HTML/CSS;Java;JavaScript;Node.js;TypeScript,HTML/CSS;Java;JavaScript;Node.js;TypeScript,MongoDB;MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL,AWS;DigitalOcean,AWS;DigitalOcean,Angular;Express;React.js;Vue.js,Express;React.js;Svelte;Vue.js,React Native,Flutter;React Native,Yarn,Yarn,Visual Studio Code;Webstorm,Visual Studio Code;Webstorm,Windows,Call a coworker or friend;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,84019
188,I am a developer by profession,Employed full-time,Bahrain,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Other (please specify):,20,18,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, embedded applications or devices;Data or business analyst",20 to 99 employees,BHD	Bahraini dinar,2000,Monthly,C;C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,C#;C++;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,DynamoDB;Elasticsearch;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,NA,NA,ASP.NET;ASP.NET Core ;jQuery;Vue.js,ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Docker;Git,Docker;Git;Kubernetes;Terraform,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Meditate;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,None of the above,Appropriate in length,Easy,63648
189,I am a developer by profession,Employed full-time,Egypt,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Younger than 5 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague",5,1,"Developer, front-end",20 to 99 employees,EGP	Egyptian pound,6000,Monthly,Assembly;C#;C++;HTML/CSS;JavaScript;Python;R;TypeScript,HTML/CSS;JavaScript;R,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,DigitalOcean,AWS;DigitalOcean,Angular;Angular.js;jQuery;React.js,jQuery;React.js,NumPy;Pandas;Torch/PyTorch,NA,Git,Git,RStudio;Sublime Text;Visual Studio Code,RStudio;Sublime Text;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,4620
190,I am a developer by profession,"Student, full-time",India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,6,NA,NA,NA,NA,NA,NA,C;Dart;HTML/CSS;Java;Python,C;C++;Go;HTML/CSS;Java;Python,MySQL;Oracle;PostgreSQL;SQLite,MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Heroku,AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,Django;jQuery,Django;jQuery,Flutter;Hadoop;NumPy;Pandas,NumPy;Pandas,Git,Git,Android Studio;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PyCharm;Visual Studio Code,Android Studio;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PyCharm;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
191,I am a developer by profession,Employed full-time,United States of America,Massachusetts,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Friend or family member,10,9,"Developer, front-end;Data scientist or machine learning specialist;Developer, back-end;Developer, embedded applications or devices;DevOps specialist;Engineering manager;Engineer, site reliability;System administrator;Product manager;Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,USD	United States dollar,70000,Yearly,C;C++;JavaScript;Objective-C;Python;Swift;TypeScript,C++;JavaScript;Python;TypeScript,DynamoDB;PostgreSQL;Redis,DynamoDB;PostgreSQL;Redis,AWS,AWS,Flask;React.js,Flask;React.js,NumPy;React Native;Torch/PyTorch,NumPy;React Native;Torch/PyTorch,Docker;Git,Docker;Git,Android Studio;IPython/Jupyter;Neovim;Vim,IPython/Jupyter;Neovim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,70000
192,I code primarily as a hobby,Employed part-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Other (please specify):",3,NA,"Developer, full-stack;Student;Data or business analyst",NA,NA,NA,NA,HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL,HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;SQLite,Microsoft SQL Server;MongoDB;MySQL;SQLite,Heroku;Microsoft Azure,AWS;Google Cloud Platform;Heroku;Microsoft Azure,Django;Express;jQuery;React.js,Angular.js;ASP.NET;Django;FastAPI;jQuery;React.js,Apache Spark;NumPy;Pandas;Qt,Apache Spark;Hadoop;NumPy;Pandas;TensorFlow;Torch/PyTorch,Git,Git;Yarn,IPython/Jupyter;NetBeans;PyCharm;Visual Studio;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Multiple times per day,"Yes, somewhat",No,18-24 years old,Man,No,Prefer not to say,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
193,I am a developer by profession,Employed full-time,Ireland,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",12,7,"Developer, front-end;Developer, back-end","1,000 to 4,999 employees",EUR European Euro,85000,Yearly,Bash/Shell;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Erlang;Go;Ruby;Rust;Scala;SQL;TypeScript,MySQL;PostgreSQL;Redis,MySQL;PostgreSQL;Redis,AWS;DigitalOcean;Google Cloud Platform,AWS;DigitalOcean,Angular;React.js;Ruby on Rails,React.js;Ruby on Rails;Vue.js,NA,NA,Chef;Docker;Git;Terraform,Docker;Git;Kubernetes;Terraform;Unity 3D,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Man,No,Bisexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,91883
194,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Other (please specify):,25,NA,Other (please specify):,100 to 499 employees,EUR European Euro,115,Yearly,HTML/CSS;Java,HTML/CSS;Java,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IntelliJ;Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,124
195,I am a developer by profession,Employed full-time,India,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,Colleague,10,6,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,INR	Indian rupee,NA,Monthly,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,NA,NA,ASP.NET;ASP.NET Core ,ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Git,Git,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,NA,None of the above,None of the above,Appropriate in length,Easy,NA
196,I code primarily as a hobby,"Student, full-time",France,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",4,NA,NA,NA,NA,NA,NA,HTML/CSS;JavaScript;Python,JavaScript;Python,MongoDB;MySQL;PostgreSQL;SQLite,MongoDB,AWS;Google Cloud Platform;Heroku,AWS;Google Cloud Platform,Django,NA,NumPy;Pandas,NumPy,Git,Git,IntelliJ;IPython/Jupyter;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,IntelliJ;PyCharm,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,"Or, in your own words:",None of the above,Appropriate in length,Easy,NA
197,I am a developer by profession,"Student, full-time",Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,8,NA,NA,NA,NA,NA,NA,Bash/Shell;C;C++;Python,NA,MySQL,NA,NA,NA,NA,NA,TensorFlow,NA,Docker;Git,NA,Atom;IPython/Jupyter;Neovim;PyCharm;Sublime Text;Vim;Visual Studio Code,NA,Linux-based,Google it,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,NA
198,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Nepal,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague",3,NA,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end",NA,NA,NA,NA,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL,HTML/CSS;JavaScript;Python;SQL,MySQL;Oracle;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,DigitalOcean;Heroku;Microsoft Azure,DigitalOcean;Heroku;Microsoft Azure,ASP.NET;Django;jQuery;Laravel;React.js,Django;jQuery;React.js,.NET Framework;Flutter;React Native,Flutter;React Native,Git;Unity 3D,Git,Android Studio;Atom;Eclipse;IntelliJ;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
